"hazard","time"
0.0233350143175186,2.1
0.0460400034874727,3
0.0681677215366049,4
0.0938011607116953,5
0.111066239759277,6
0.111514848735312,6.1
0.12919339492449,7
0.12919339492449,7.1
0.148493546546169,8
0.149077599702404,8.1
0.17038397979059,9
0.17104136724769,9.1
0.180302741828737,10
0.192673841381551,11
0.207288102524365,12
0.227765832999546,13
0.241643539857631,14
0.250447425264596,15
0.25162640922423,15.1
0.265933567722145,16
0.276588993479333,17
0.286584558029363,18
0.291253703206139,19
0.301190186345445,20
0.310052772991669,21
0.315739893249813,22
0.327943275021884,23
0.338952404411455,24
0.346213447274899,25
0.354063487215567,26
0.356855493327139,27
0.359778056464988,28
0.362911228118346,29
0.366276357379118,30
0.366276357379118,31
0.373920393151331,32
0.378050186785843,33
0.378050186785843,34
0.387367714950618,35
0.387367714950618,36
0.397164741533062,37
0.402480276667785,38
0.407970699597,39
0.413848633264443,40
0.413848633264443,41
0.413848633264443,42
0.426577185243993,43
0.426577185243993,44
0.434203769693773,45
0.450382607682805,46
0.45877748282301,47
0.45877748282301,48
0.45877748282301,49
0.45877748282301,50
0.45877748282301,51
0.469292979895098,52
0.480270200700125,53
0.480270200700125,54
0.480270200700125,55
0.480270200700125,56
0.523948631439111,57
0.523948631439111,58
0.523948631439111,60
0.54211306827071,61
0.54211306827071,62
0.54211306827071,64
0.54211306827071,65
0.564313036020549,66
0.564313036020549,67
0.564313036020549,68
0.592859935745858,69
0.592859935745858,70
0.623135375348097,72
0.623135375348097,73
0.623135375348097,74
0.623135375348097,77
0.623135375348097,78
0.623135375348097,79
0.623135375348097,84
0.623135375348097,85
0.623135375348097,86
0.623135375348097,91
0.623135375348097,93
0.699969579757443,99
0.699969579757443,104
0.699969579757443,113
0.824852214842277,127
0.824852214842277,131
0.824852214842277,134
0.824852214842277,159
0.824852214842277,165
0.824852214842277,179
0.824852214842277,328
